Time,PRECIP,PET_Pristley-Taylor(mm),runoff,srad(W/m2),tmax(C),tmin(C),vp(Pa)
1994-3-1,0,1.002523231,1.6141,359.69,1.98,-7.17,360
1994-3-2,29.09,1.074354085,1.699,232.73,3.71,-3.77,458.7
1994-3-3,39.21,1.180730525,10.0242,221.92,6,-1,560
1994-3-4,0,1.297201588,9.2879,337.12,7.69,-0.51,599.16
1994-3-5,0,1.389390153,6.3147,357.09,9.03,0.33,626.16
1994-3-6,0,1.362618733,4.3325,426.28,7.5,-3.74,460.55
1994-3-7,0,1.80297693,3.2564,476.65,15.23,-0.32,600
1994-3-8,4,1.851357308,2.7184,323.17,15.57,3.5,800
1994-3-9,6,1.372435159,2.6051,245.45,7.5,0.1,607.87
1994-3-10,31.36,1.67047493,3.3131,308.86,11.68,1.26,660.6
1994-3-11,0,1.451306823,5.4368,325.06,8.32,0.98,640
1994-3-12,0,1.471848597,4.8705,436.56,7,-4.17,440
1994-3-13,0,1.689641554,3.936,450.37,10.33,-1.73,541.38
1994-3-14,0,1.854152756,3.1715,446.03,12.65,0.5,640
1994-3-15,3,1.9489888,2.6901,344.66,13.52,-0.38,600
1994-3-16,0,1.811819898,2.5485,434.91,11,-1.5,560
1994-3-17,0,1.433154126,2.3786,404.82,4.5,-5.98,400
1994-3-18,0,1.40774076,2.1521,315.91,4.79,-2.68,505.85
1994-3-19,0,1.537891207,2.0105,326.12,6.73,-0.95,564.15
1994-3-20,0,1.81169028,1.8689,404.72,9.83,-0.59,592.6
1994-3-21,15.75,1.841081457,1.8406,334.08,9.5,-2.5,519.91
1994-3-22,8.09,1.994813004,2.9733,295.01,12.31,2.74,739.17
1994-3-23,0,2.723075609,3.6812,497.41,20.61,3,760
1994-3-24,0,3.027482101,3.2281,472.69,24,8.2,1096.28
1994-3-25,10.32,2.671577123,3.0016,334.07,19.52,6.5,960
1994-3-26,0,2.011000987,3.0865,410.05,10.61,0,600
1994-3-27,9.18,2.062977988,2.8317,263.72,11.86,2.98,758.17
1994-3-28,50.15,2.04182198,5.182,214.73,12.77,5.89,920
1994-3-29,25.51,1.955758082,10.902,236.47,10.49,3,760
1994-3-30,0,2.065847805,10.9303,392.52,10.3,0.35,627.92
1994-3-31,0,2.229314046,7.5889,438.65,11.5,-0.51,598.97
1994-4-1,15.68,2.374163648,6.0881,272.42,14.5,5.39,911.07
1994-4-2,0,2.641404513,5.5784,451.86,15.87,2.74,739.22
1994-4-3,0,2.761852568,4.7289,376.98,18.47,8.5,1120.36
1994-4-4,0.51,2.793522916,4.021,436.04,17.28,4.88,870.41
1994-4-5,0,2.697593476,3.483,466.71,15.32,1.5,680
1994-4-6,2.29,2.583738446,3.1432,335.13,15.72,6.66,973
1994-4-7,6.62,2.594583506,3.1715,261.74,16,7.5,1040.03
1994-4-8,0,2.550179732,3.1998,465.92,12.75,-0.26,600
1994-4-9,0,2.771136541,2.9166,489.04,14.68,-0.01,600
1994-4-10,6.37,2.908573743,2.7184,296.37,17.7,7.38,1030.42
1994-4-11,0,2.962155364,2.7467,439.51,17.08,5.01,880.88
1994-4-12,0.48,2.324494254,2.6335,263.15,13.52,7.5,1040
1994-4-13,18.55,2.587798892,2.7184,241.98,15.07,7.56,1044.88
1994-4-14,16.96,3.365459666,4.5024,324.81,21,9.38,1190.49
1994-4-15,0,4.00258673,4.9271,475.89,26,11.24,1339.22
1994-4-16,4,3.595777831,4.2758,312.95,23.2,12,1400
1994-4-17,0,3.330784224,3.5679,447.76,19.44,7.35,1027.75
1994-4-18,0,3.487212448,2.9733,490.95,19.81,5.19,895.44
1994-4-19,0,4.127639508,2.5202,482.8,25.77,10.5,1280
1994-4-20,1.88,4.178472019,2.2653,505.36,25.5,8.54,1123.19
1994-4-21,0,3.506961806,2.0388,472.1,19.5,5.86,920
1994-4-22,0,3.367692466,1.8972,494.87,17.5,3.02,761.5
1994-4-23,0,3.264350492,1.7556,510.47,16,0.82,640
1994-4-24,0,4.002479795,1.6424,505.8,22.87,6.87,989.25
1994-4-25,0,4.752192102,1.5857,510.69,28.99,10.74,1299.45
1994-4-26,0,4.691747537,1.5291,512.47,28.17,9.92,1233.45
1994-4-27,0,4.745005687,1.4725,500.47,28.49,10.89,1310.92
1994-4-28,0,4.676618641,1.4158,483.53,27.92,11.5,1360
1994-4-29,0,3.720662922,1.3875,378.65,21.53,11,1320
1994-4-30,0,4.048143131,1.3592,386.07,24.27,13.22,1515.74
1994-5-1,3,4.165757421,1.3309,306.82,24.5,12.5,1440
1994-5-2,0,3.969384409,1.3026,505.23,20.5,4.22,817.51
1994-5-3,0,3.511981425,1.2459,450.99,17,4,800
1994-5-4,10.62,2.867476944,1.2459,209.54,14.5,7.5,1040
1994-5-5,0,3.426418391,1.5857,362.02,18,8.5,1120
1994-5-6,3,3.854875593,1.5291,314.88,20.5,8.73,1138.17
1994-5-7,6.19,3.763891084,1.4442,363.99,18.07,3.5,800
1994-5-8,9.9,3.395055551,1.784,255.13,17.75,8.9,1152.06
1994-5-9,0,4.034765836,1.9822,449.16,20.99,8.05,1083.89
1994-5-10,0,3.90805998,1.5574,413.62,20.5,9.04,1163.6
1994-5-11,0,4.240673371,1.5857,521.21,21,4,800
1994-5-12,4,4.164977882,1.5291,321.06,22,9.57,1205.58
1994-5-13,0,4.07432438,1.5008,458.17,20.3,6.62,969.83
1994-5-14,0,4.300874649,1.4158,539.15,20.67,1.83,706.03
1994-5-15,0,4.695113964,1.3309,497.8,24.39,7.81,1064.49
1994-5-16,2.88,4.68693818,1.3875,308.73,26.5,14.47,1637.61
1994-5-17,0,4.114215235,1.3592,413.24,21,8.98,1158.32
1994-5-18,9.98,3.645666635,1.2459,269.85,18,8.23,1098.01
1994-5-19,10.96,2.919940379,1.4158,179.7,14.5,8.5,1120.25
1994-5-20,2.1,2.621136682,1.5008,225.1,11.5,6,920
1994-5-21,0,3.926960365,1.4158,496.56,17.47,2.88,750.38
1994-5-22,0,4.815184091,1.2743,542.81,23.81,5,880
1994-5-23,0,5.58905426,1.1044,546.99,29.5,8.5,1120
1994-5-24,0,5.527708934,1.076,487.32,30,13.5,1560
1994-5-25,12.76,4.944077057,1.2459,294.37,28.02,16.49,1878.1
1994-5-26,5.76,5.110986959,1.3592,330.49,27.97,14.65,1663.35
1994-5-27,6.92,4.561549081,1.4442,358.67,22.66,8.6,1128.16
1994-5-28,0,4.264685832,1.2743,515.82,19.36,3.78,800
1994-5-29,0,4.676012761,1.076,493.55,23.01,8,1080
1994-5-30,0,4.733075759,0.9911,422.71,25.1,12.96,1476.97
1994-5-31,0,4.852504986,0.9061,441.74,25.47,12.5,1440
1994-6-1,0,5.332575182,0.8778,428.29,29.49,16.5,1880
1994-6-2,0,5.062565651,0.7929,461.84,26.5,12.56,1444.7
1994-6-3,0,4.982838902,0.7646,513.9,24.52,7.85,1068.25
1994-6-4,0,5.2170841,0.7362,497.36,26.5,10.22,1257.59
1994-6-5,0,5.096498365,0.7079,474.48,26,11,1319.79
1994-6-6,0,4.424489758,0.7079,304.11,25.7,17.24,1958.45
1994-6-7,0,5.197148567,0.7362,341.88,30.5,20.23,2356.59
1994-6-8,5.83,5.129011312,0.7362,310.04,28.53,17.04,1926.13
1994-6-9,0,5.023868287,0.7362,471.41,25.35,10.71,1297.19
1994-6-10,0,5.309003844,0.7079,492.31,27.01,11,1320
1994-6-11,0,5.103121652,0.6796,465.8,26,11.5,1360
1994-6-12,0.01,4.497544637,0.6796,302.05,26.21,17.78,2045.53
1994-6-13,0,5.204324045,0.6513,373.58,29.49,18.5,2120
1994-6-14,0,5.313489336,0.623,347.82,31.26,21,2480
1994-6-15,3.22,5.949680595,0.623,357.56,33.91,21.11,2497.15
1994-6-16,0,5.125321995,0.623,331.23,30.47,20.92,2467.36
1994-6-17,0,4.190610144,0.623,244.98,26.52,19.99,2319.51
1994-6-18,0,4.840471177,0.623,308.1,29.14,20.5,2399.62
1994-6-19,1.66,5.857774672,0.5947,356.25,33.68,21.5,2560
1994-6-20,0,5.447055267,0.5663,384.02,30.98,19.5,2280
1994-6-21,0,5.296166175,0.5663,428.94,28.66,16,1800
1994-6-22,0,5.308535495,0.5663,378.06,30.5,19.68,2294.35
1994-6-23,0,5.764916792,0.538,481.37,30.79,15.5,1760.36
1994-6-24,0,5.348365473,0.538,355.65,31.6,21.39,2542.4
1994-6-25,0,5.316498109,0.5097,349.6,31.69,21.75,2599.45
1994-6-26,0,5.727849416,0.4814,475.16,30.82,16,1799.31
1994-6-27,11.49,5.128384994,0.4814,288.96,29.21,18.56,2130.36
1994-6-28,0,5.02160562,0.5097,373.04,29,18.96,2135.17
1994-6-29,0,5.024218657,0.5097,374.86,29.05,19,2139.37
1994-6-30,7.9,4.592555517,0.5663,251.93,27.06,18.5,2120
1994-7-1,0,4.945257051,0.538,381.51,28.49,18.5,2036.99
1994-7-2,0,5.433080974,0.4814,457.61,29.97,17.09,1729.5
1994-7-3,13.54,5.345290355,0.4814,299.62,31,20,2320
1994-7-4,0,4.863310559,0.538,383.5,28.16,18.38,2070.5
1994-7-5,0,5.054540792,0.5097,393.96,29.49,19.31,2163.94
1994-7-6,0,5.440332692,0.4814,404.73,32,20.99,2345.32
1994-7-7,0,5.841496202,0.4531,448.8,33.51,20.5,2146.35
1994-7-8,0,5.581086923,0.4248,378.14,33.93,23.43,2729.46
1994-7-9,0,5.838211285,0.4248,403.29,35,23.5,2672.46
1994-7-10,0,5.642383647,0.3964,416.3,33.5,22,2392.97
1994-7-11,0,5.320450148,0.3964,462.65,29.96,17.41,1748.57
1994-7-12,0,5.444525743,0.3964,509.83,29.5,14.5,1392.54
1994-7-13,0,5.674224993,0.3681,468.95,32.42,19,1802.22
1994-7-14,42.68,5.445410111,0.3964,301.43,32.63,21.5,2410.43
1994-7-15,44.29,5.21101313,0.9345,288.48,31.5,21.08,2492.77
1994-7-16,0,4.812531388,1.4158,330.91,30.54,22,2639.8
1994-7-17,0,5.26067021,0.9345,414.95,31,19.48,2257.58
1994-7-18,13.54,4.412050271,0.7079,217.82,29,21.71,2594.12
1994-7-19,0,4.790691615,0.7646,347.65,29.99,21,2479.76
1994-7-20,0,5.100766709,0.6513,361.42,32,22.28,2684.79
1994-7-21,0,4.726987833,0.5663,307.25,31.42,23.5,2880
1994-7-22,0,4.681579278,0.4814,315.35,30.9,22.87,2778.92
1994-7-23,6.51,4.435001479,0.4814,230.61,29.5,22,2640.6
1994-7-24,7.86,4.720763676,0.4814,268.95,30,21,2480
1994-7-25,0,5.07807806,0.4531,404.68,31.27,20.5,2400
1994-7-26,12.95,4.870134385,0.5097,303.29,29.92,19.5,2280
1994-7-27,11.13,4.37703676,0.7079,257.6,28.22,20,2320.7
1994-7-28,4.79,3.914696368,0.6796,200.04,27.59,21.5,2559.89
1994-7-29,5.14,4.160602411,0.5663,243.94,27.5,20,2320
1994-7-30,0,4.445573466,0.538,353.69,29,20.5,2400
1994-7-31,3.88,4.128976987,0.538,226.95,28.5,21.5,2560
1994-8-1,0,4.436249977,0.5097,364.08,29,20.32,2371.21
1994-8-2,2,4.377189442,0.4814,343.04,29.5,21.4,2543.44
1994-8-3,1.55,4.3603134,0.4814,342.02,29.57,21.5,2560
1994-8-4,0,4.641512354,0.4814,384.24,30.5,21,2480
1994-8-5,35.91,4.627164733,0.538,311.26,29.53,19.14,2222.6
1994-8-6,0,4.132355274,0.9345,476.79,23.64,11.77,1381.38
1994-8-7,0,4.329028731,0.8212,510.13,24.5,10.5,1280
1994-8-8,0,4.428544664,0.5947,511.02,25.44,10.98,1318.68
1994-8-9,0,4.543531463,0.5097,511.96,26.5,11.5,1360
1994-8-10,0,4.401142011,0.4814,443.32,27.47,16,1800
1994-8-11,0,4.325229588,0.4531,462.63,26.5,14.4,1631.84
1994-8-12,8.46,4.32975585,0.4814,311.34,28.23,17.85,2056.15
1994-8-13,0,4.457267136,0.4814,380.24,30.6,21,2480
1994-8-14,27.45,4.566531969,0.4814,289.16,31.5,21.54,2565.7
1994-8-15,25.64,4.369999272,0.8212,338.88,27.99,15.95,1796.36
1994-8-16,0,4.019394229,0.8212,455.75,25,13.28,1524.42
1994-8-17,10.1,3.580695867,0.6796,247.17,25,17.5,2000
1994-8-18,0,3.529637598,0.7362,278.76,26.84,20.5,2400
1994-8-19,0,3.959696927,0.6796,358.37,28.17,19.5,2280
1994-8-20,0,4.134752991,0.5663,404.41,28.38,18,2080
1994-8-21,13.12,3.81095664,0.538,249.85,28.01,20,2320
1994-8-22,16.24,3.677101059,0.623,257.8,26.49,18.3,2103.85
1994-8-23,0,3.523979082,0.5947,411.8,23,13,1480
1994-8-24,0,3.834040837,0.5947,484.27,24.28,10.46,1277.16
1994-8-25,0,3.88027621,0.5947,481.61,25,11,1320
1994-8-26,7.91,3.733822252,0.5097,286.62,26.5,16.74,1899.1
1994-8-27,0,4.07838986,0.4814,410.69,29,17.47,1995.71
1994-8-28,0,4.118069754,0.4531,393.37,30,18.84,2175.08
1994-8-29,0,4.073048889,0.4531,424.45,29,16.5,1880
1994-8-30,0,3.828572227,0.4531,465.27,26,11.55,1363.77
1994-8-31,0,3.739121615,0.4248,443.24,25.84,12.5,1440
1994-9-1,0,3.686924263,0.4248,365.73,27.49,17.2,1952.24
1994-9-2,0,3.535951861,0.3964,412.82,25,13,1480
1994-9-3,0,3.42986408,0.3964,443.49,23.5,9.98,1238.31
1994-9-4,0,3.178230775,0.3964,398.87,22.01,10.74,1299.22
1994-9-5,0,3.268657589,0.3964,437.47,22.5,9.19,1174.93
1994-9-6,0,3.384378831,0.3964,458.53,23.71,8.71,1136.4
1994-9-7,0,3.472501745,0.3964,416.08,25.74,12.82,1465.88
1994-9-8,0,3.538790315,0.4248,448.2,26.22,11.19,1335.04
1994-9-9,0,3.536203048,0.3964,424.35,26.9,13,1480
1994-9-10,0,3.395731753,0.3681,411.34,26,12.86,1468.73
1994-9-11,0,3.216155019,0.3681,445.09,23.85,8.81,1145.05
1994-9-12,0,3.171938517,0.3681,441.64,23.75,8.62,1129.58
1994-9-13,0,3.51649111,0.3681,431.64,28,12.27,1421.93
1994-9-14,0,3.717901286,0.3681,402.42,30.74,16.03,1805.26
1994-9-15,0,3.317800366,0.3681,325.11,28.47,17.94,2070.85
1994-9-16,0,3.086020233,0.3681,283.1,27.37,18.49,2119.16
1994-9-17,12.25,3.346607619,0.3681,248.78,29.23,18,2080
1994-9-18,18.52,3.110845492,0.538,248.75,27,16,1800
1994-9-19,0,2.970570384,0.538,418.22,24.5,9,1160
1994-9-20,0,2.891430935,0.4531,414.05,24,8.48,1118.07
1994-9-21,0,2.844790804,0.4248,393.49,24,9.5,1200
1994-9-22,48.1,2.433528891,0.538,191.98,21.52,13.35,1536.53
1994-9-23,17.36,2.03439191,1.2743,112,20.5,16,1800
1994-9-24,0,2.389806031,1.4158,223.31,22.98,16,1800
1994-9-25,0,2.56643755,0.8495,283.49,24,14.73,1677.28
1994-9-26,5.83,2.183362788,0.6796,136.92,23,17.72,2035.88
1994-9-27,15.67,2.365414921,1.0194,149.83,24.83,18.5,2120
1994-9-28,0,2.630985781,1.1044,352.32,25,12.5,1440
1994-9-29,0,2.315726909,0.7646,324.13,21.5,10.81,1304.86
1994-9-30,0,2.193541882,0.623,335.21,19.99,8.92,1153.45
1994-10-1,0,2.287619125,0.5663,357.61,21.62,9,1160
1994-10-2,2,2.210400365,0.5663,327.91,21.26,10.14,1251.24
1994-10-3,0,1.976988385,0.538,352.05,17.81,5.72,920
1994-10-4,0,1.864669005,0.5097,340.83,16.5,4.99,878.88
1994-10-5,0,1.792818055,0.5097,322.83,15.91,5.27,901.66
1994-10-6,0,1.807949499,0.4814,390.58,16.5,1.5,680
1994-10-7,0,1.91765923,0.4814,381.99,19,4,800
1994-10-8,0,2.014712462,0.4814,383.79,21.35,5.5,920
1994-10-9,0,2.148475175,0.4814,342.92,23.83,10.5,1280.03
1994-10-10,0.52,1.938755686,0.4814,329.37,20.99,8.77,1141.33
1994-10-11,0,1.65272541,0.4814,366.18,16.5,2.2,720
1994-10-12,0,1.636865822,0.4531,376.35,17,1.48,678.42
1994-10-13,0,1.671336132,0.4531,351.45,18,4.25,819.77
1994-10-14,0,1.570142615,0.4531,249,17.01,8.71,1136.99
1994-10-15,0,1.55941554,0.4531,275.9,17,7.5,1040
1994-10-16,0,1.580726586,0.4531,362.51,18.5,2.86,748.81
1994-10-17,0,1.573886147,0.4531,359.8,19.08,3.26,780.55
1994-10-18,0,1.613635998,0.4531,360.8,20.92,4.02,801.52
1994-10-19,0,1.694759252,0.4531,336.16,22.5,7.48,1038.11
1994-10-20,0,1.649019935,0.4531,272.07,21.5,10.88,1310.15
1994-10-21,0,1.618522914,0.4531,277.64,21.5,10.49,1279.37
1994-10-22,0,1.519647653,0.4531,328.87,21.02,6.16,932.91
1994-10-23,16.01,1.460126495,0.4814,167.65,19.5,10.9,1312.17
1994-10-24,0,1.423979527,0.538,307.07,19.94,6.26,940.87
1994-10-25,0,1.381431703,0.5097,298.85,19.56,6.21,936.75
1994-10-26,0,1.187729451,0.4814,263.22,15,4.05,803.88
1994-10-27,0,1.114959108,0.4814,280.42,14.06,1.85,707.96
1994-10-28,0,1.103218497,0.5947,320.45,15.98,0,600
1994-10-29,0,1.161779496,0.4814,302.81,17.73,2.83,746.17
1994-10-30,0,1.339538739,0.4531,276.14,22,8.34,1107.36
1994-10-31,0,1.327506594,0.4531,265.45,22.11,9.03,1162.74
1994-11-1,9.73,1.28382608,0.5097,144.41,20.5,11.83,1386.57
1994-11-2,0,1.144405308,0.5947,225.46,17.99,7.72,1057.28
1994-11-3,0,1.06906282,0.5097,288.45,19.04,3.91,805.11
1994-11-4,0,1.194197863,0.5097,264.11,22,8.24,1099.22
1994-11-5,0,1.250662204,0.4814,239.18,23,10.87,1309.26
1994-11-6,0.05,1.217153511,0.5097,164.73,21.5,13.82,1585.58
1994-11-7,0,1.019213877,0.538,244.76,18.5,6.5,960
1994-11-8,0,0.859763006,0.5097,300.41,18.98,1,640
1994-11-9,0,1.105089189,0.4814,251.06,22.93,9.31,1185.02
1994-11-10,7.14,0.916647947,0.538,196.24,19,4.86,868.73
1994-11-11,0,0.722434878,0.538,240.55,11.36,-0.46,597.52
1994-11-12,0,0.698485817,0.5097,260.29,12.44,-1.17,560
1994-11-13,0,0.788993266,0.4814,260.63,17.44,2.84,747.41
1994-11-14,0,0.840301831,0.4814,232.75,18,5.5,920
1994-11-15,0,0.902062195,0.4814,213.96,19.53,8.23,1098.38
1994-11-16,2.09,0.861998261,0.4814,148.48,16.5,9.21,1176.52
1994-11-17,4.58,0.76716009,0.538,68.89,12.81,8.72,1137.95
1994-11-18,6.1,0.848165325,0.5663,70.1,16.38,12.15,1411.96
1994-11-19,5.55,0.798511548,0.6513,154.02,17.75,7.5,1040
1994-11-20,0,0.651748568,0.5947,230.87,14.51,2.58,731.24
1994-11-21,19,0.702307624,0.5663,171.43,17.21,5.11,889.02
1994-11-22,0,0.725773365,0.7079,215.6,17.86,6.5,960
1994-11-23,0,0.533255055,0.623,229.39,11,-0.93,565.53
1994-11-24,0,0.45711244,0.5663,227.64,7,-4.57,440
1994-11-25,0,0.522960396,0.5663,211.99,10.3,-0.39,592.9
1994-11-26,0,0.502305376,0.5947,223.59,11,-0.74,580.55
1994-11-27,14.18,0.461397568,0.6513,173.1,9.96,-2.31,520
1994-11-28,13.04,0.609423642,0.7929,163.31,17.21,5.3,900.04
1994-11-29,0,0.547075211,0.7929,229.22,16.5,3.5,800
1994-11-30,0,0.510670901,0.6796,213.61,13.06,1.75,700.08
1994-12-1,0,0.39830338,0.623,238.8,10.5,-3.22,480
1994-12-2,0,0.378309112,0.5663,241.74,10.98,-3.5,480
1994-12-3,0,0.422260139,0.5663,234.64,13.74,-0.26,600
1994-12-4,3.75,0.521976285,0.5663,172.6,16.43,4.34,826.86
1994-12-5,12,0.671597031,0.6513,111.24,17.5,9.85,1228.27
1994-12-6,0,0.655267378,0.7079,161.08,18,9.5,1200
1994-12-7,0,0.560139006,0.6513,205.34,18.79,6.88,990.59
1994-12-8,0,0.358568428,0.5947,236.26,13,-1.5,560
1994-12-9,0.21,0.330784319,0.5663,224.42,7.81,-4.92,440
1994-12-10,13.64,0.452787392,0.6796,131.5,10.26,1.45,675.61
1994-12-11,8.87,0.442746537,0.9911,141.38,11.32,1.54,682.98
1994-12-12,0,0.34095953,0.8778,192.34,4.53,-5.14,428.72
1994-12-13,0,0.36343579,0.7362,181.56,5.19,-3.64,468.45
1994-12-14,0,0.425138572,0.6796,167.49,8.3,0.27,621.24
1994-12-15,2,0.443730948,0.6796,127.69,6.5,0.75,639.7
1994-12-16,0,0.416457257,0.6513,134.31,5.26,-0.75,580.05
1994-12-17,3.05,0.45822395,0.6513,113.05,9.24,2.16,720
1994-12-18,0,0.448154831,0.6513,164.55,10,2,720
1994-12-19,0,0.369965344,0.623,197.74,8.41,-1.74,541.11
1994-12-20,0,0.306847306,0.5947,225.25,7.98,-4.7,440
1994-12-21,0,0.300223428,0.5663,232.91,9.85,-4,440
1994-12-22,0,0.281456097,0.5663,240.68,11.51,-3.83,453.47
1994-12-23,0,0.424886302,0.5663,201.06,13,2.14,715.03
1994-12-24,3.47,0.527297935,0.5663,96,11.5,5.5,920
1994-12-25,4.45,0.501774556,0.6513,116.87,12,4.5,840
1994-12-26,0,0.36385425,0.623,221.98,11.36,-1,560
1994-12-27,0,0.268709653,0.5947,248.53,11.5,-4.81,440
1994-12-28,0,0.31677474,0.5663,239.11,12,-2.74,500.6
1994-12-29,0,0.358852661,0.5663,223.74,10.5,-2,520
1994-12-30,0,0.30681671,0.5663,223.87,4.95,-7.1,360
1994-12-31,0,0.274516987,0.5663,245.06,6.23,-8.5,320
1995-1-1,4.37,0.474898023,0.623,175.9,11.5,2.37,727.7
1995-1-2,0,0.421683852,0.623,253.09,9.79,-0.5,600
1995-1-3,0,0.349188108,0.5663,240.25,2.47,-6.38,369.32
1995-1-4,0,0.367587617,0.5663,222.12,2.24,-5.57,400.07
1995-1-5,0,0.303791911,0.5663,260.95,-0.5,-10.5,280
1995-1-6,0,0.302669687,0.5663,299.5,6.58,-8.7,320
1995-1-7,26.43,0.436865819,1.1893,208.56,11.73,-0.67,586.34
1995-1-8,0,0.445115864,1.4158,225.95,6,-1.96,523.01
1995-1-9,0,0.405162439,0.9911,254.48,5.41,-4.58,440
1995-1-10,0,0.404090831,0.8212,241.89,4,-5.22,422.16
1995-1-11,0,0.463567638,0.7362,199.29,5.43,-2.09,520
1995-1-12,0,0.54966575,0.7079,230.18,11.76,2.05,715.4
1995-1-13,0,0.685434269,0.6796,225.21,17,7.23,1018.32
1995-1-14,0,0.797162242,0.6796,202.86,19.19,10.78,1302.23
1995-1-15,0,0.843856521,0.6513,166.79,19.12,12.68,1454.46
1995-1-16,3.05,0.786544392,0.7079,143.58,17.37,9.93,1234.58
1995-1-17,2,0.708920092,0.6796,179.62,13.58,7,1000
1995-1-18,0,0.657823818,0.6796,132.95,10,5.5,920
1995-1-19,0.36,0.628214535,0.6513,95.41,7.92,4.81,865.19
1995-1-20,18.78,0.701010671,0.8778,173.07,13.5,4.5,840.25
1995-1-21,1.65,0.642677509,1.1044,188.74,9,2.5,720.36
1995-1-22,0,0.571535974,0.8778,199.65,5.5,-1.26,560
1995-1-23,0,0.539888929,0.7646,227.12,4.17,-3.77,458.14
1995-1-24,0,0.547149753,0.7079,242.34,4.42,-4.26,440
1995-1-25,0,0.614945961,0.7079,227.82,6.54,-1.33,560
1995-1-26,0,0.595378477,0.6796,265.08,6.25,-3.66,467.26
1995-1-27,0,0.576981605,0.6796,231.88,3.79,-4,440
1995-1-28,0,0.562313367,0.6513,187.95,2,-3.82,454.42
1995-1-29,0,0.548052964,0.623,255.32,1.83,-6.88,360
1995-1-30,0,0.619507795,0.623,266.62,4.69,-4.64,436.82
1995-1-31,0,0.655550862,0.6513,296.58,6.69,-4.93,431.97
1995-2-1,0,0.728794313,0.623,305.21,9.49,-3.1,480
1995-2-2,0,0.760240199,0.5663,284.02,8.92,-1.51,558.99
1995-2-3,0,0.622473988,0.623,315.22,3.9,-8.86,320
1995-2-4,21.2,0.654758913,0.7929,190.57,3.07,-5.13,429.36
1995-2-5,0,0.592195865,0.7646,293.21,0.5,-9.5,280
1995-2-6,0,0.474038418,0.6513,274.14,-5.33,-13.81,200
1995-2-7,0,0.541418922,0.6796,297.26,-2.65,-12.38,240
1995-2-8,0,0.568168597,0.6796,312.72,-1.85,-12.46,240
1995-2-9,0,0.606775983,0.6796,283.13,-1.14,-9.83,280
1995-2-10,0,0.753930995,0.623,299.56,3.82,-5.86,395.03
1995-2-11,0,0.920576375,0.623,305.6,8.72,-1.46,555.03
1995-2-12,0,0.77499992,0.623,361.7,4.99,-10.66,280
1995-2-13,0,0.599265845,0.5947,290.07,-3.19,-11.89,240
1995-2-14,0,0.738027723,0.5663,347.26,1.7,-10.9,277.52
1995-2-15,9.53,0.800246717,0.5947,282.52,3,-8.68,320
1995-2-16,10.08,0.896790327,0.7929,183.9,5.5,-0.65,588.27
1995-2-17,0,1.012268112,0.8495,344.92,7.93,-2,520
1995-2-18,0,1.009293804,0.7646,387.87,7.6,-5.01,438.85
1995-2-19,0,1.159949686,0.7079,410.22,11.5,-3.57,467.9
1995-2-20,0,1.239638853,0.7079,396.68,12.5,-1.26,560
1995-2-21,3.94,1.12415318,0.7646,208.79,8.86,0.57,640
1995-2-22,0,1.072359762,0.7646,289.46,6.94,-2,520
1995-2-23,2,1.196994125,0.7362,286.25,9.55,0.73,640
1995-2-24,2.53,1.31014592,0.7079,278.32,11.49,1,640
1995-2-25,0,1.116887885,0.6796,363.9,6.5,-6.26,379.45
1995-2-26,0,1.035910494,0.6796,255.6,4.5,-2.81,496.2
1995-2-27,0,1.150456671,0.7079,264.98,6.77,-0.9,570.13
1995-2-28,11.37,1.411619225,0.7646,205.23,12.11,3.99,805.41
1995-3-1,4.53,1.351351685,0.8495,219.76,10.13,1.5,680
1995-3-2,0,1.1831728,0.7362,293.41,6,-2.3,520
1995-3-3,0,1.175628076,0.7079,291.02,5.49,-2.5,520
1995-3-4,0,1.139963545,0.6796,206.74,5.74,0.5,639.36
1995-3-5,0,1.376501897,0.6513,339.78,8.5,-1.15,560
1995-3-6,0,1.604458714,0.6796,341.42,12.5,2.6,727.77
1995-3-7,0,1.745944318,0.623,374.59,14.28,2.63,730.52
1995-3-8,12.98,1.917572162,0.6513,284.11,16.72,4.73,858.36
1995-3-9,14.16,1.769561256,0.9911,326.84,13.65,-3.03,480.53
1995-3-10,0,1.241791128,0.9061,357.52,3.56,-6.41,367.6
1995-3-11,0,1.486988141,0.7646,422.47,7.5,-6.49,360.91
1995-3-12,0,1.915966032,0.6796,438.19,14.49,-1.92,527.83
1995-3-13,0,2.215529952,0.7079,451.55,19,-0.28,600
1995-3-14,0,2.250398571,0.6796,432.55,18.64,2.5,720
1995-3-15,0,2.409043028,0.6513,436.71,20.46,3.5,800
1995-3-16,0,2.494223318,0.623,443.13,21.17,3.5,800
1995-3-17,0,2.662138541,0.5947,435.94,22.89,5.68,920
1995-3-18,0,2.34854132,0.5947,438.96,18,1.5,680
1995-3-19,0,2.079515216,0.5947,419.27,13.66,-0.65,588.19
1995-3-20,0,2.129269255,0.5947,417.03,13.98,-0.06,600
1995-3-21,7.43,2.272268749,0.7362,262.89,16.5,5.88,920
1995-3-22,5.53,2.176749965,0.7362,275.12,14.5,3.5,800
1995-3-23,0,1.932189722,0.8495,335.55,10.98,1.5,680
1995-3-24,0,1.976493464,0.8212,351.39,11.05,1.02,641.78
1995-3-25,0,2.176442255,0.8212,427.78,12.6,-1.17,560
1995-3-26,0,2.409772962,0.8212,425.64,15.4,1.52,681.29
